{[68.0, 1.0, 17.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0];negative}
{[69.0, 1.0, 17.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0];negative}
{[70.0, 1.0, 17.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.0];negative}
{[71.0, 1.0, 17.0, 3.0, 4.0, 0.0, 0.0, 0.0, 1.0];negative}
{[72.0, 1.0, 18.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[73.0, 1.0, 18.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[74.0, 1.0, 18.0, 2.0, 5.0, 0.0, 0.0, 1.0, 0.0];negative}
{[75.0, 1.0, 18.0, 3.0, 5.0, 0.0, 0.0, 1.0, 1.0];negative}
{[76.0, 1.0, 19.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[77.0, 1.0, 19.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[78.0, 1.0, 19.0, 2.0, 5.0, 0.0, 0.0, 1.0, 0.0];negative}
{[79.0, 1.0, 19.0, 3.0, 5.0, 0.0, 0.0, 1.0, 1.0];negative}
{[80.0, 1.0, 20.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[81.0, 1.0, 20.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[82.0, 1.0, 20.0, 2.0, 5.0, 0.0, 0.0, 1.0, 0.0];negative}
{[83.0, 1.0, 20.0, 3.0, 5.0, 0.0, 0.0, 1.0, 1.0];negative}
{[84.0, 1.0, 21.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[85.0, 1.0, 21.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[86.0, 1.0, 21.0, 2.0, 5.0, 0.0, 0.0, 1.0, 0.0];negative}
{[87.0, 1.0, 21.0, 3.0, 5.0, 0.0, 0.0, 1.0, 1.0];negative}
{[88.0, 1.0, 22.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[89.0, 1.0, 22.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0];negative}
{[90.0, 1.0, 22.0, 2.0, 5.0, 0.0, 0.0, 1.0, 0.0];negative}
{[91.0, 1.0, 22.0, 3.0, 5.0, 0.0, 0.0, 1.0, 0.0];negative}
{[92.0, 1.0, 23.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[93.0, 1.0, 23.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[94.0, 1.0, 23.0, 2.0, 6.0, 0.0, 0.0, 1.0, 0.0];negative}
{[95.0, 1.0, 23.0, 3.0, 6.0, 0.0, 0.0, 1.0, 1.0];negative}
{[96.0, 1.0, 24.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[97.0, 1.0, 24.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[98.0, 1.0, 24.0, 2.0, 6.0, 0.0, 0.0, 1.0, 0.0];negative}
{[99.0, 1.0, 24.0, 3.0, 6.0, 0.0, 0.0, 1.0, 1.0];negative}
{[100.0, 1.0, 25.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[101.0, 1.0, 25.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[102.0, 1.0, 25.0, 2.0, 6.0, 0.0, 0.0, 1.0, 0.0];negative}
{[103.0, 1.0, 25.0, 3.0, 6.0, 0.0, 0.0, 1.0, 1.0];negative}
{[104.0, 1.0, 26.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[105.0, 1.0, 26.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[106.0, 1.0, 26.0, 2.0, 6.0, 0.0, 0.0, 1.0, 0.0];negative}
{[107.0, 1.0, 26.0, 3.0, 6.0, 0.0, 0.0, 1.0, 1.0];negative}
{[108.0, 1.0, 27.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[109.0, 1.0, 27.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[110.0, 1.0, 27.0, 2.0, 6.0, 0.0, 0.0, 1.0, 0.0];negative}
{[111.0, 1.0, 27.0, 3.0, 6.0, 0.0, 0.0, 1.0, 1.0];negative}
{[112.0, 1.0, 28.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[113.0, 1.0, 28.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[114.0, 1.0, 28.0, 2.0, 6.0, 0.0, 0.0, 0.0, 0.0];negative}
{[115.0, 1.0, 28.0, 3.0, 6.0, 0.0, 0.0, 0.0, 1.0];negative}
{[116.0, 1.0, 29.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0];negative}
{[117.0, 1.0, 29.0, 1.0, 7.0, 0.0, 0.0, 0.0, 0.0];negative}
{[118.0, 1.0, 29.0, 2.0, 7.0, 0.0, 0.0, 1.0, 0.0];negative}
{[119.0, 1.0, 29.0, 3.0, 7.0, 0.0, 0.0, 1.0, 1.0];negative}
{[120.0, 1.0, 30.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0];negative}
{[121.0, 1.0, 30.0, 1.0, 7.0, 0.0, 0.0, 0.0, 0.0];negative}
{[122.0, 1.0, 30.0, 2.0, 7.0, 0.0, 0.0, 0.0, 0.0];negative}
{[123.0, 1.0, 30.0, 3.0, 7.0, 0.0, 0.0, 0.0, 0.0];negative}
{[124.0, 1.0, 31.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[125.0, 1.0, 31.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[126.0, 1.0, 31.0, 2.0, 8.0, 0.0, 0.0, 1.0, 0.0];negative}
{[127.0, 1.0, 31.0, 3.0, 8.0, 0.0, 0.0, 1.0, 1.0];negative}
{[128.0, 1.0, 32.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[129.0, 1.0, 32.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[130.0, 1.0, 32.0, 2.0, 8.0, 0.0, 0.0, 1.0, 0.0];negative}
{[131.0, 1.0, 32.0, 3.0, 8.0, 0.0, 0.0, 1.0, 1.0];negative}
{[132.0, 1.0, 33.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[133.0, 1.0, 33.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[134.0, 1.0, 33.0, 2.0, 8.0, 0.0, 0.0, 1.0, 0.0];negative}
{[135.0, 1.0, 33.0, 3.0, 8.0, 0.0, 0.0, 1.0, 1.0];negative}
{[136.0, 1.0, 34.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[137.0, 1.0, 34.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[138.0, 1.0, 34.0, 2.0, 8.0, 0.0, 0.0, 1.0, 0.0];negative}
{[139.0, 1.0, 34.0, 3.0, 8.0, 0.0, 0.0, 1.0, 1.0];negative}
{[140.0, 1.0, 35.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[141.0, 1.0, 35.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[142.0, 1.0, 35.0, 2.0, 8.0, 0.0, 0.0, 1.0, 0.0];negative}
{[143.0, 1.0, 35.0, 3.0, 8.0, 0.0, 0.0, 1.0, 1.0];negative}
{[144.0, 1.0, 36.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[145.0, 1.0, 36.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[146.0, 1.0, 36.0, 2.0, 8.0, 0.0, 0.0, 1.0, 0.0];negative}
{[147.0, 1.0, 36.0, 3.0, 8.0, 0.0, 0.0, 1.0, 1.0];negative}
{[148.0, 1.0, 37.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[149.0, 1.0, 37.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0];negative}
{[150.0, 1.0, 37.0, 2.0, 8.0, 0.0, 0.0, 1.0, 0.0];negative}
{[151.0, 1.0, 37.0, 3.0, 8.0, 0.0, 0.0, 1.0, 0.0];negative}
{[152.0, 1.0, 38.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0];negative}
{[153.0, 1.0, 38.0, 1.0, 9.0, 0.0, 0.0, 0.0, 0.0];negative}
{[154.0, 1.0, 38.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0];negative}
{[155.0, 1.0, 38.0, 3.0, 9.0, 0.0, 0.0, 1.0, 1.0];negative}
{[156.0, 1.0, 39.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0];negative}
{[157.0, 1.0, 39.0, 1.0, 9.0, 0.0, 0.0, 0.0, 0.0];negative}
{[158.0, 1.0, 39.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0];negative}
{[159.0, 1.0, 39.0, 3.0, 9.0, 0.0, 0.0, 1.0, 1.0];negative}
{[160.0, 1.0, 40.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0];negative}
{[161.0, 1.0, 40.0, 1.0, 9.0, 0.0, 0.0, 0.0, 0.0];negative}
{[162.0, 1.0, 40.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0];negative}
{[163.0, 1.0, 40.0, 3.0, 9.0, 0.0, 0.0, 1.0, 1.0];negative}
{[164.0, 1.0, 41.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0];negative}
{[165.0, 1.0, 41.0, 1.0, 9.0, 0.0, 0.0, 0.0, 0.0];negative}
{[166.0, 1.0, 41.0, 2.0, 9.0, 0.0, 0.0, 0.0, 0.0];negative}
{[167.0, 1.0, 41.0, 3.0, 9.0, 0.0, 0.0, 0.0, 1.0];negative}
{[168.0, 1.0, 42.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0];negative}
{[169.0, 1.0, 42.0, 1.0, 10.0, 0.0, 0.0, 0.0, 0.0];negative}
{[170.0, 1.0, 42.0, 2.0, 10.0, 0.0, 0.0, 1.0, 0.0];negative}
{[171.0, 1.0, 42.0, 3.0, 10.0, 0.0, 0.0, 1.0, 1.0];negative}
{[172.0, 1.0, 43.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0];negative}
{[173.0, 1.0, 43.0, 1.0, 10.0, 0.0, 0.0, 0.0, 0.0];negative}
{[174.0, 1.0, 43.0, 2.0, 10.0, 0.0, 0.0, 1.0, 0.0];negative}
{[175.0, 1.0, 43.0, 3.0, 10.0, 0.0, 0.0, 1.0, 1.0];negative}
{[176.0, 1.0, 44.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0];negative}
{[177.0, 1.0, 44.0, 1.0, 10.0, 0.0, 0.0, 0.0, 0.0];negative}
{[178.0, 1.0, 44.0, 2.0, 10.0, 0.0, 0.0, 0.0, 0.0];negative}
{[179.0, 1.0, 44.0, 3.0, 10.0, 0.0, 0.0, 0.0, 1.0];negative}
{[180.0, 1.0, 45.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0];negative}
{[181.0, 1.0, 45.0, 1.0, 11.0, 0.0, 0.0, 0.0, 0.0];negative}
{[182.0, 1.0, 45.0, 2.0, 11.0, 0.0, 0.0, 1.0, 0.0];negative}
{[183.0, 1.0, 45.0, 3.0, 11.0, 0.0, 0.0, 1.0, 1.0];negative}
{[184.0, 1.0, 46.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0];negative}
{[185.0, 1.0, 46.0, 1.0, 11.0, 0.0, 0.0, 0.0, 0.0];negative}
{[186.0, 1.0, 46.0, 2.0, 11.0, 0.0, 0.0, 1.0, 0.0];negative}
{[187.0, 1.0, 46.0, 3.0, 11.0, 0.0, 0.0, 1.0, 1.0];negative}
{[188.0, 1.0, 47.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0];negative}
{[189.0, 1.0, 47.0, 1.0, 12.0, 0.0, 0.0, 0.0, 0.0];negative}
{[190.0, 1.0, 47.0, 2.0, 12.0, 0.0, 0.0, 1.0, 0.0];negative}
{[191.0, 1.0, 47.0, 3.0, 12.0, 0.0, 0.0, 1.0, 0.0];negative}
{[192.0, 1.0, 48.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[193.0, 1.0, 48.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[194.0, 1.0, 48.0, 2.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[195.0, 1.0, 48.0, 3.0, 13.0, 0.0, 0.0, 1.0, 1.0];negative}
{[196.0, 1.0, 49.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[197.0, 1.0, 49.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[198.0, 1.0, 49.0, 2.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[199.0, 1.0, 49.0, 3.0, 13.0, 0.0, 0.0, 1.0, 1.0];negative}
{[200.0, 1.0, 50.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[201.0, 1.0, 50.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[202.0, 1.0, 50.0, 2.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[203.0, 1.0, 50.0, 3.0, 13.0, 0.0, 0.0, 1.0, 1.0];negative}
{[204.0, 1.0, 51.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[205.0, 1.0, 51.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[206.0, 1.0, 51.0, 2.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[207.0, 1.0, 51.0, 3.0, 13.0, 0.0, 0.0, 1.0, 1.0];negative}
{[208.0, 1.0, 52.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[209.0, 1.0, 52.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[210.0, 1.0, 52.0, 2.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[211.0, 1.0, 52.0, 3.0, 13.0, 0.0, 0.0, 1.0, 1.0];negative}
{[212.0, 1.0, 53.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[213.0, 1.0, 53.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[214.0, 1.0, 53.0, 2.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[215.0, 1.0, 53.0, 3.0, 13.0, 0.0, 0.0, 1.0, 1.0];negative}
{[216.0, 1.0, 54.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[217.0, 1.0, 54.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[218.0, 1.0, 54.0, 2.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[219.0, 1.0, 54.0, 3.0, 13.0, 0.0, 0.0, 1.0, 1.0];negative}
{[220.0, 1.0, 55.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[221.0, 1.0, 55.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[222.0, 1.0, 55.0, 2.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[223.0, 1.0, 55.0, 3.0, 13.0, 0.0, 0.0, 1.0, 1.0];negative}
{[224.0, 1.0, 56.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[225.0, 1.0, 56.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0];negative}
{[226.0, 1.0, 56.0, 2.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[227.0, 1.0, 56.0, 3.0, 13.0, 0.0, 0.0, 1.0, 0.0];negative}
{[228.0, 1.0, 57.0, 0.0, 14.0, 0.0, 0.0, 0.0, 0.0];negative}
{[229.0, 1.0, 57.0, 1.0, 14.0, 0.0, 0.0, 0.0, 0.0];negative}
{[230.0, 1.0, 57.0, 2.0, 14.0, 0.0, 0.0, 1.0, 0.0];negative}
{[231.0, 1.0, 57.0, 3.0, 14.0, 0.0, 0.0, 1.0, 1.0];negative}
{[232.0, 1.0, 58.0, 0.0, 14.0, 0.0, 0.0, 0.0, 0.0];negative}
{[233.0, 1.0, 58.0, 1.0, 14.0, 0.0, 0.0, 0.0, 0.0];negative}
{[234.0, 1.0, 58.0, 2.0, 14.0, 0.0, 0.0, 1.0, 0.0];negative}
{[235.0, 1.0, 58.0, 3.0, 14.0, 0.0, 0.0, 1.0, 1.0];negative}
{[236.0, 1.0, 59.0, 0.0, 14.0, 0.0, 0.0, 0.0, 0.0];negative}
{[237.0, 1.0, 59.0, 1.0, 14.0, 0.0, 0.0, 0.0, 0.0];negative}
{[238.0, 1.0, 59.0, 2.0, 14.0, 0.0, 0.0, 1.0, 0.0];negative}
{[239.0, 1.0, 59.0, 3.0, 14.0, 0.0, 0.0, 1.0, 1.0];negative}
{[240.0, 1.0, 60.0, 0.0, 14.0, 0.0, 0.0, 0.0, 0.0];negative}
{[241.0, 2.0, 0.0, 1.0, 0.0, 14.0, 14.0, 0.0, 0.0];negative}
{[242.0, 2.0, 0.0, 2.0, 0.0, 13.0, 14.0, 1.0, 0.0];negative}
{[243.0, 2.0, 0.0, 3.0, 0.0, 13.0, 13.0, 1.0, 1.0];negative}
{[244.0, 2.0, 1.0, 0.0, 0.0, 13.0, 13.0, 0.0, 0.0];negative}
{[245.0, 2.0, 1.0, 1.0, 0.0, 13.0, 13.0, 0.0, 0.0];negative}
{[246.0, 2.0, 1.0, 2.0, 0.0, 12.0, 13.0, 1.0, 0.0];negative}
{[247.0, 2.0, 1.0, 3.0, 0.0, 12.0, 13.0, 1.0, 0.0];negative}
{[248.0, 2.0, 2.0, 0.0, 1.0, 12.0, 13.0, 0.0, 0.0];negative}
{[249.0, 2.0, 2.0, 1.0, 1.0, 12.0, 13.0, 0.0, 0.0];negative}
{[250.0, 2.0, 2.0, 2.0, 1.0, 11.0, 13.0, 1.0, 0.0];negative}
{[251.0, 2.0, 2.0, 3.0, 1.0, 11.0, 13.0, 1.0, 0.0];negative}
{[252.0, 2.0, 3.0, 0.0, 2.0, 11.0, 13.0, 0.0, 0.0];negative}
{[253.0, 2.0, 3.0, 1.0, 2.0, 11.0, 13.0, 0.0, 0.0];negative}
{[254.0, 2.0, 3.0, 2.0, 2.0, 10.0, 13.0, 1.0, 0.0];negative}
{[255.0, 2.0, 3.0, 3.0, 2.0, 10.0, 13.0, 1.0, 0.0];negative}
{[256.0, 2.0, 4.0, 0.0, 3.0, 10.0, 13.0, 0.0, 0.0];negative}
{[257.0, 2.0, 4.0, 1.0, 3.0, 10.0, 13.0, 0.0, 0.0];negative}
{[258.0, 2.0, 4.0, 2.0, 3.0, 9.0, 13.0, 1.0, 0.0];negative}
{[259.0, 2.0, 4.0, 3.0, 3.0, 9.0, 13.0, 1.0, 0.0];negative}
{[260.0, 2.0, 5.0, 0.0, 4.0, 9.0, 13.0, 0.0, 0.0];negative}
{[261.0, 2.0, 5.0, 1.0, 4.0, 9.0, 13.0, 0.0, 0.0];negative}
{[262.0, 2.0, 5.0, 2.0, 4.0, 8.0, 13.0, 1.0, 0.0];negative}
{[263.0, 2.0, 5.0, 3.0, 4.0, 8.0, 13.0, 1.0, 0.0];negative}
{[264.0, 2.0, 6.0, 0.0, 5.0, 8.0, 13.0, 0.0, 0.0];negative}
{[265.0, 2.0, 6.0, 1.0, 5.0, 8.0, 13.0, 0.0, 0.0];negative}
{[266.0, 2.0, 6.0, 2.0, 5.0, 7.0, 13.0, 1.0, 0.0];negative}
{[267.0, 2.0, 6.0, 3.0, 5.0, 7.0, 12.0, 1.0, 1.0];negative}
{[268.0, 2.0, 7.0, 0.0, 5.0, 7.0, 12.0, 0.0, 0.0];negative}
{[269.0, 2.0, 7.0, 1.0, 5.0, 7.0, 12.0, 0.0, 0.0];negative}
{[270.0, 2.0, 7.0, 2.0, 5.0, 6.0, 12.0, 1.0, 0.0];negative}
{[271.0, 2.0, 7.0, 3.0, 5.0, 6.0, 11.0, 1.0, 1.0];negative}
{[272.0, 2.0, 8.0, 0.0, 5.0, 6.0, 11.0, 0.0, 0.0];negative}
{[273.0, 2.0, 8.0, 1.0, 5.0, 6.0, 11.0, 0.0, 0.0];negative}
{[274.0, 2.0, 8.0, 2.0, 5.0, 5.0, 11.0, 1.0, 0.0];negative}
{[275.0, 2.0, 8.0, 3.0, 5.0, 5.0, 10.0, 1.0, 1.0];negative}
{[276.0, 2.0, 9.0, 0.0, 5.0, 5.0, 10.0, 0.0, 0.0];negative}
{[277.0, 2.0, 9.0, 1.0, 5.0, 5.0, 10.0, 0.0, 0.0];negative}
{[278.0, 2.0, 9.0, 2.0, 5.0, 4.0, 10.0, 1.0, 0.0];negative}
